serial_no,employer_id,employer_name,industry,sub_industry,company_size_band,hq_city,hq_state,hq_country,website_url,linkedin_url,is_faang_company,is_non_profit,slu_partnership_type,slu_partnership_level,slu_partnership_status,slu_partnership_start_date,primary_contact_name,primary_contact_title,primary_contact_email,primary_contact_phone
508,f2454bfe-b9cb-4d27-bfe8-76f2ecdbe168,Employer 0508,Education,University,Large,London,NA,UK,https://www.example508.com,https://www.linkedin.com/company/example-508,0,0,Sponsorship,Bronze,Inactive,08/05/2020,Alex508 Reed508,Talent Partner,contact508@example.com,+19945753243
509,c940ae4c-a78f-4527-88a3-a852e1cdcab0,Employer 0509,Consulting,IT Services,Enterprise,St. Louis,MO,USA,https://www.example509.com,https://www.linkedin.com/company/example-509,0,0,Hiring,Bronze,Inactive,12/11/2026,Alex509 Reed509,Recruiter,contact509@example.com,+18714218740
510,425eef3e-564b-421e-b229-852acf7dc5b1,Employer 0510,Logistics,Supply Chain,Enterprise,Chicago,IL,USA,https://www.example510.com,https://www.linkedin.com/company/example-510,0,0,Sponsorship,Bronze,Inactive,02/02/2022,Alex510 Reed510,University Relations,contact510@example.com,+14845661790
511,f795e4c5-6590-49ea-a324-935e1ecb3913,Employer 0511,Manufacturing,Industrial,Large,Bengaluru,NA,India,https://www.example511.com,https://www.linkedin.com/company/example-511,0,0,Hiring,Gold,Inactive,12/12/2020,Alex511 Reed511,HR Manager,contact511@example.com,+16235879623
512,3e23156f-be45-4f6f-ae02-d57a5529ca76,Employer 0512,Healthcare,Provider,Medium,San Jose,CA,USA,https://www.example512.com,https://www.linkedin.com/company/example-512,0,1,None,Gold,Prospect,04/02/2025,Alex512 Reed512,HR Manager,contact512@example.com,+18725335215
513,401f4359-71ab-4146-a43b-beb91ea35b48,Employer 0513,Finance,Banking,Small,Seattle,WA,USA,https://www.example513.com,https://www.linkedin.com/company/example-513,0,0,Hiring,Bronze,Active,01/20/2020,Alex513 Reed513,HR Manager,contact513@example.com,+12102379040
514,9104600f-b030-490c-a224-5d3487d7195b,Employer 0514,Manufacturing,Industrial,Small,New York,NY,USA,https://www.example514.com,https://www.linkedin.com/company/example-514,0,0,Sponsorship,Bronze,Inactive,02/12/2026,Alex514 Reed514,Talent Partner,contact514@example.com,+15968345796
515,3171e120-2c6f-4182-87d5-38e21a2069e3,Employer 0515,Education,University,Medium,Austin,TX,USA,https://www.example515.com,https://www.linkedin.com/company/example-515,0,0,Sponsorship,Silver,Active,02/25/2024,Alex515 Reed515,University Relations,contact515@example.com,+13688754110
516,a0164f59-a657-4882-bae1-92f3f84104bd,Employer 0516,Consulting,IT Services,Enterprise,Boston,MA,USA,https://www.example516.com,https://www.linkedin.com/company/example-516,0,0,Academic,Gold,Prospect,06/13/2023,Alex516 Reed516,Recruiter,contact516@example.com,+12084664452
517,63357755-c6e1-4b48-a858-163b3476e02b,Employer 0517,Manufacturing,Industrial,Enterprise,Austin,TX,USA,https://www.example517.com,https://www.linkedin.com/company/example-517,0,0,Hiring,Silver,Inactive,12/05/2023,Alex517 Reed517,Recruiter,contact517@example.com,+17079816626
518,07d5c47c-b88b-4aa1-9744-fce920e0ea95,Employer 0518,Government,Public Sector,Large,Dallas,TX,USA,https://www.example518.com,https://www.linkedin.com/company/example-518,0,1,None,Silver,Prospect,08/15/2021,Alex518 Reed518,HR Manager,contact518@example.com,+13793729103
519,94f2b2bc-0c20-48f1-bf2d-f7332f2256e5,Employer 0519,Energy,Utilities,Large,Seattle,WA,USA,https://www.example519.com,https://www.linkedin.com/company/example-519,0,0,Sponsorship,Gold,Inactive,07/27/2021,Alex519 Reed519,Talent Partner,contact519@example.com,+16268271104
520,6ae7b544-a639-4cfd-88ba-45f3b4a0cf1e,Employer 0520,Healthcare,Provider,Medium,Austin,TX,USA,https://www.example520.com,https://www.linkedin.com/company/example-520,0,1,Donor,Gold,Inactive,06/16/2023,Alex520 Reed520,HR Manager,contact520@example.com,+13776402996
521,356b5da2-9de7-4f1d-ae6e-7c7fd3c5b5fb,Employer 0521,Technology,Cloud/Software,Large,Bengaluru,NA,India,https://www.example521.com,https://www.linkedin.com/company/example-521,0,0,None,Gold,Active,03/29/2025,Alex521 Reed521,Talent Partner,contact521@example.com,+13402233043
522,75e73966-b704-4858-90cb-27cf7e6d9ca9,Employer 0522,Logistics,Supply Chain,Enterprise,Chicago,IL,USA,https://www.example522.com,https://www.linkedin.com/company/example-522,0,0,Sponsorship,Bronze,Prospect,10/13/2022,Alex522 Reed522,Recruiter,contact522@example.com,+12433125992
523,b5e16179-7add-46c1-9526-2a74a3ed6b0e,Employer 0523,Technology,Cloud/Software,Medium,St. Louis,MO,USA,https://www.example523.com,https://www.linkedin.com/company/example-523,0,0,Donor,Gold,Active,09/01/2025,Alex523 Reed523,University Relations,contact523@example.com,+13746737336
524,c85fc2f8-3592-4c8f-a5d4-5b27c0d69c75,Employer 0524,Government,Public Sector,Small,Seattle,WA,USA,https://www.example524.com,https://www.linkedin.com/company/example-524,0,0,Academic,Gold,Prospect,09/21/2022,Alex524 Reed524,HR Manager,contact524@example.com,+19969224612
525,3b670ad8-96c3-4cdd-84fb-5a36f50d23d5,Employer 0525,Energy,Utilities,Small,Austin,TX,USA,https://www.example525.com,https://www.linkedin.com/company/example-525,0,0,Donor,Gold,Inactive,12/12/2023,Alex525 Reed525,HR Manager,contact525@example.com,+12397619371
526,44ab2813-7107-4b29-9021-c6f997ccab92,Employer 0526,Education,University,Large,St. Louis,MO,USA,https://www.example526.com,https://www.linkedin.com/company/example-526,0,1,Donor,Gold,Active,02/16/2020,Alex526 Reed526,Talent Partner,contact526@example.com,+18637258625
527,d7766f0b-bfb8-4692-96d1-d06510f8e1f4,Employer 0527,Finance,Banking,Large,St. Louis,MO,USA,https://www.example527.com,https://www.linkedin.com/company/example-527,0,0,Mentorship,Bronze,Prospect,07/20/2024,Alex527 Reed527,Talent Partner,contact527@example.com,+14516854705
528,7cb6784d-a29f-471f-8b1b-f4773fc0c3af,Employer 0528,Finance,Banking,Enterprise,London,NA,UK,https://www.example528.com,https://www.linkedin.com/company/example-528,0,0,Mentorship,Bronze,Inactive,09/22/2024,Alex528 Reed528,HR Manager,contact528@example.com,+19707102555
529,818a801b-217e-404a-befe-94b808ba9d5b,Employer 0529,Education,University,Large,Seattle,WA,USA,https://www.example529.com,https://www.linkedin.com/company/example-529,0,1,Mentorship,Silver,Inactive,10/18/2022,Alex529 Reed529,Talent Partner,contact529@example.com,+18074973448
530,64cbc8e7-6b32-4569-ba71-a785c1473c6b,Employer 0530,Finance,Banking,Enterprise,New York,NY,USA,https://www.example530.com,https://www.linkedin.com/company/example-530,0,0,Mentorship,Bronze,Active,08/07/2020,Alex530 Reed530,University Relations,contact530@example.com,+19016543443
531,26a886f9-aba2-4408-917e-2b918dc32a19,Employer 0531,Technology,Cloud/Software,Enterprise,Seattle,WA,USA,https://www.example531.com,https://www.linkedin.com/company/example-531,0,0,Academic,Bronze,Prospect,08/21/2023,Alex531 Reed531,Talent Partner,contact531@example.com,+14766214638
532,bbad8d44-9c68-4d97-b3cb-4284679ff04f,Employer 0532,Healthcare,Provider,Medium,San Jose,CA,USA,https://www.example532.com,https://www.linkedin.com/company/example-532,0,1,Academic,Silver,Inactive,10/15/2025,Alex532 Reed532,Recruiter,contact532@example.com,+15837123686
533,7d272470-66e0-49e7-bb27-d63dc56c4964,Employer 0533,Education,University,Enterprise,St. Louis,MO,USA,https://www.example533.com,https://www.linkedin.com/company/example-533,0,1,Mentorship,Silver,Prospect,03/07/2026,Alex533 Reed533,Talent Partner,contact533@example.com,+15325196725
534,4e1e032c-99f1-4121-aabc-6b10709dc7db,Employer 0534,Consulting,IT Services,Enterprise,Dallas,TX,USA,https://www.example534.com,https://www.linkedin.com/company/example-534,0,0,Academic,Silver,Prospect,04/24/2020,Alex534 Reed534,Talent Partner,contact534@example.com,+15806235430
535,5c7a0488-084e-494f-93e9-6d5095905a3e,Employer 0535,Education,University,Small,Bengaluru,NA,India,https://www.example535.com,https://www.linkedin.com/company/example-535,0,1,Donor,Silver,Active,07/06/2022,Alex535 Reed535,Talent Partner,contact535@example.com,+13296999873
536,90ece59a-001b-401b-8f36-848727683053,Employer 0536,Consulting,IT Services,Small,New York,NY,USA,https://www.example536.com,https://www.linkedin.com/company/example-536,0,0,Donor,Silver,Inactive,08/29/2026,Alex536 Reed536,HR Manager,contact536@example.com,+16893704026
537,fe9e3ab9-802d-4f5c-9982-95cfea8b60b1,Employer 0537,Energy,Utilities,Medium,Dallas,TX,USA,https://www.example537.com,https://www.linkedin.com/company/example-537,0,0,Hiring,Gold,Inactive,12/14/2023,Alex537 Reed537,HR Manager,contact537@example.com,+18377151636
538,0cc15529-bb83-4f13-9519-24fec4e1e929,Employer 0538,Government,Public Sector,Large,Chicago,IL,USA,https://www.example538.com,https://www.linkedin.com/company/example-538,0,1,None,Gold,Inactive,07/22/2024,Alex538 Reed538,HR Manager,contact538@example.com,+13973233156
539,f10cc9b8-39fa-4bc5-9eab-90d4e5dadd14,Employer 0539,Healthcare,Provider,Small,Dublin,NA,Ireland,https://www.example539.com,https://www.linkedin.com/company/example-539,0,0,Academic,Bronze,Active,06/10/2022,Alex539 Reed539,Talent Partner,contact539@example.com,+13307906851
540,e06efba1-3d67-479d-a475-680bb4b12b38,Employer 0540,Consulting,IT Services,Small,Dallas,TX,USA,https://www.example540.com,https://www.linkedin.com/company/example-540,0,0,Hiring,Bronze,Prospect,01/08/2021,Alex540 Reed540,HR Manager,contact540@example.com,+17898782656
541,e36af588-f2bd-46be-90ec-3a6546f151e2,Employer 0541,Healthcare,Provider,Small,San Jose,CA,USA,https://www.example541.com,https://www.linkedin.com/company/example-541,0,0,None,Gold,Prospect,10/30/2025,Alex541 Reed541,HR Manager,contact541@example.com,+18085859437
542,17e77de4-580d-4214-b9ab-7a736c465afe,Employer 0542,Finance,Banking,Small,Seattle,WA,USA,https://www.example542.com,https://www.linkedin.com/company/example-542,0,0,Sponsorship,Gold,Inactive,04/08/2025,Alex542 Reed542,University Relations,contact542@example.com,+18377139352
543,55a046cc-1a2b-4bd7-80ad-42e8dae8e2e0,Employer 0543,Energy,Utilities,Small,Chicago,IL,USA,https://www.example543.com,https://www.linkedin.com/company/example-543,0,0,Academic,Gold,Prospect,12/18/2025,Alex543 Reed543,HR Manager,contact543@example.com,+19989231780
544,0be33424-1508-4139-bc2e-d0d59b504b10,Employer 0544,Energy,Utilities,Large,Austin,TX,USA,https://www.example544.com,https://www.linkedin.com/company/example-544,0,0,Sponsorship,Gold,Active,12/20/2022,Alex544 Reed544,HR Manager,contact544@example.com,+18703008200
545,f3b60562-e8b4-435e-86ba-cbb8c8a56325,Employer 0545,Technology,Cloud/Software,Enterprise,San Jose,CA,USA,https://www.example545.com,https://www.linkedin.com/company/example-545,0,0,None,Bronze,Prospect,05/10/2024,Alex545 Reed545,University Relations,contact545@example.com,+12959238375
546,1d57ddae-c733-4b03-a685-f65d0ce04871,Employer 0546,Education,University,Small,Austin,TX,USA,https://www.example546.com,https://www.linkedin.com/company/example-546,0,0,Sponsorship,Silver,Active,12/14/2026,Alex546 Reed546,University Relations,contact546@example.com,+12673144844
547,a4f49c8e-a842-4bcb-807e-536dfcdd8f0c,Employer 0547,Education,University,Small,Boston,MA,USA,https://www.example547.com,https://www.linkedin.com/company/example-547,0,0,None,Bronze,Prospect,08/16/2022,Alex547 Reed547,Recruiter,contact547@example.com,+14447781578
548,4ff9f4cb-8ff9-4f9a-946a-f37972ee4f8a,Employer 0548,Government,Public Sector,Enterprise,Austin,TX,USA,https://www.example548.com,https://www.linkedin.com/company/example-548,0,0,Academic,Silver,Inactive,01/03/2025,Alex548 Reed548,HR Manager,contact548@example.com,+17133547899
549,697052bd-2f30-49f8-ad92-03894c8886d3,Employer 0549,Healthcare,Provider,Enterprise,Austin,TX,USA,https://www.example549.com,https://www.linkedin.com/company/example-549,0,1,Donor,Gold,Active,05/05/2023,Alex549 Reed549,Recruiter,contact549@example.com,+17677581923
550,865600f8-16ef-4f21-a9d0-9d4fc902ff28,Employer 0550,Finance,Banking,Medium,St. Louis,MO,USA,https://www.example550.com,https://www.linkedin.com/company/example-550,0,0,Donor,Bronze,Inactive,08/16/2021,Alex550 Reed550,Recruiter,contact550@example.com,+16719889395
551,455cddf3-ce7f-457b-8dcc-8c987f6b059a,Employer 0551,Education,University,Small,St. Louis,MO,USA,https://www.example551.com,https://www.linkedin.com/company/example-551,0,1,Mentorship,Bronze,Prospect,04/25/2025,Alex551 Reed551,Talent Partner,contact551@example.com,+14468413970
552,659af3af-78fa-40c8-a4f0-ddbf53663a12,Employer 0552,Retail,E-commerce,Medium,Bengaluru,NA,India,https://www.example552.com,https://www.linkedin.com/company/example-552,0,0,Hiring,Gold,Prospect,06/09/2023,Alex552 Reed552,University Relations,contact552@example.com,+16012051674
553,48bd121f-2fd4-4594-b28a-8c96589534c9,Employer 0553,Logistics,Supply Chain,Medium,Boston,MA,USA,https://www.example553.com,https://www.linkedin.com/company/example-553,0,0,Hiring,Silver,Active,02/23/2022,Alex553 Reed553,Talent Partner,contact553@example.com,+14523531515
554,e15357cf-96d6-409f-ac99-439e5e0fb95e,Employer 0554,Education,University,Small,Seattle,WA,USA,https://www.example554.com,https://www.linkedin.com/company/example-554,0,1,None,Bronze,Prospect,12/23/2024,Alex554 Reed554,Recruiter,contact554@example.com,+19306012518
555,b93883cb-20ae-4edc-b7e9-e91200775eee,Employer 0555,Retail,E-commerce,Large,Boston,MA,USA,https://www.example555.com,https://www.linkedin.com/company/example-555,0,0,None,Bronze,Prospect,03/24/2026,Alex555 Reed555,University Relations,contact555@example.com,+16445056943
556,ec5ed45b-2a74-498e-b93e-6dfca409407d,Employer 0556,Healthcare,Provider,Medium,Bengaluru,NA,India,https://www.example556.com,https://www.linkedin.com/company/example-556,0,1,None,Silver,Inactive,01/07/2022,Alex556 Reed556,Recruiter,contact556@example.com,+15989377214
557,9683c8b6-4ea2-400c-bb74-417fdb14779b,Employer 0557,Energy,Utilities,Enterprise,New York,NY,USA,https://www.example557.com,https://www.linkedin.com/company/example-557,0,0,Academic,Silver,Prospect,11/25/2023,Alex557 Reed557,Recruiter,contact557@example.com,+16685362693
558,d91bda6f-5aaa-478f-a75b-3add7db518cc,Employer 0558,Retail,E-commerce,Enterprise,London,NA,UK,https://www.example558.com,https://www.linkedin.com/company/example-558,0,0,Academic,Gold,Inactive,04/03/2025,Alex558 Reed558,University Relations,contact558@example.com,+13142276637
559,56db7575-64bd-4274-971c-3cd49906a507,Employer 0559,Consulting,IT Services,Large,St. Louis,MO,USA,https://www.example559.com,https://www.linkedin.com/company/example-559,0,0,Academic,Bronze,Active,03/16/2025,Alex559 Reed559,University Relations,contact559@example.com,+16625218667
560,27a3fb62-974c-4a97-8fbf-b33d725659e4,Employer 0560,Consulting,IT Services,Small,Dublin,NA,Ireland,https://www.example560.com,https://www.linkedin.com/company/example-560,0,0,Donor,Bronze,Prospect,06/16/2022,Alex560 Reed560,HR Manager,contact560@example.com,+15755021829
561,77a0cb08-6a8d-4795-a74b-3fbd74012de3,Employer 0561,Technology,Cloud/Software,Small,San Jose,CA,USA,https://www.example561.com,https://www.linkedin.com/company/example-561,0,0,Hiring,Bronze,Prospect,10/05/2025,Alex561 Reed561,Recruiter,contact561@example.com,+18429031061
562,ae2de14f-b8a6-4dad-b891-667df291a109,Employer 0562,Retail,E-commerce,Enterprise,Chicago,IL,USA,https://www.example562.com,https://www.linkedin.com/company/example-562,0,0,Sponsorship,Silver,Prospect,06/09/2025,Alex562 Reed562,University Relations,contact562@example.com,+15934208040
563,16443971-248c-41a2-88ae-109277cf1d02,Employer 0563,Government,Public Sector,Enterprise,San Jose,CA,USA,https://www.example563.com,https://www.linkedin.com/company/example-563,0,0,Hiring,Gold,Prospect,07/31/2021,Alex563 Reed563,HR Manager,contact563@example.com,+17358329073
564,95f4e7de-f306-4c32-9649-08367ccc65b8,Employer 0564,Finance,Banking,Enterprise,Boston,MA,USA,https://www.example564.com,https://www.linkedin.com/company/example-564,0,0,Donor,Bronze,Prospect,08/24/2021,Alex564 Reed564,Recruiter,contact564@example.com,+15057236268
565,fff3ac91-c833-40f7-80f0-45110443c37b,Employer 0565,Education,University,Large,Chicago,IL,USA,https://www.example565.com,https://www.linkedin.com/company/example-565,0,1,Hiring,Bronze,Active,01/26/2021,Alex565 Reed565,Talent Partner,contact565@example.com,+17362459237
566,cb55dfdc-bcaf-40de-b5ad-872640cb9889,Employer 0566,Technology,Cloud/Software,Enterprise,Chicago,IL,USA,https://www.example566.com,https://www.linkedin.com/company/example-566,0,0,Sponsorship,Bronze,Inactive,03/02/2022,Alex566 Reed566,Talent Partner,contact566@example.com,+15292646292
567,408a9397-af8d-404f-bf6c-c29b25996e98,Employer 0567,Healthcare,Provider,Large,Dublin,NA,Ireland,https://www.example567.com,https://www.linkedin.com/company/example-567,0,0,Academic,Silver,Active,09/06/2023,Alex567 Reed567,HR Manager,contact567@example.com,+15172498861
568,bcb01dcb-4727-472d-afdc-0426fcb0c351,Employer 0568,Education,University,Medium,Austin,TX,USA,https://www.example568.com,https://www.linkedin.com/company/example-568,0,1,Academic,Silver,Prospect,02/24/2021,Alex568 Reed568,Recruiter,contact568@example.com,+14579889771
569,ab171a17-5468-42e6-8b8b-2a3efe2835b6,Employer 0569,Technology,Cloud/Software,Medium,London,NA,UK,https://www.example569.com,https://www.linkedin.com/company/example-569,0,0,Hiring,Silver,Inactive,03/07/2026,Alex569 Reed569,Recruiter,contact569@example.com,+12133987537
570,486a6bd9-5c2b-4cae-bcc2-bea74f376e85,Employer 0570,Manufacturing,Industrial,Enterprise,New York,NY,USA,https://www.example570.com,https://www.linkedin.com/company/example-570,0,0,Mentorship,Bronze,Inactive,03/24/2021,Alex570 Reed570,Talent Partner,contact570@example.com,+13813822596
571,29a68084-5aba-4f88-91f3-45be861656eb,Employer 0571,Education,University,Enterprise,San Jose,CA,USA,https://www.example571.com,https://www.linkedin.com/company/example-571,0,1,Mentorship,Bronze,Inactive,01/15/2021,Alex571 Reed571,HR Manager,contact571@example.com,+17625389558
572,6e5b257a-6ad0-4c0d-aa61-a2f48c3865b3,Employer 0572,Healthcare,Provider,Medium,Boston,MA,USA,https://www.example572.com,https://www.linkedin.com/company/example-572,0,1,Mentorship,Bronze,Inactive,08/22/2026,Alex572 Reed572,Talent Partner,contact572@example.com,+18656466526
573,0dc09c9f-7d16-4f43-a097-c194453610cf,Employer 0573,Consulting,IT Services,Medium,Austin,TX,USA,https://www.example573.com,https://www.linkedin.com/company/example-573,0,0,Academic,Gold,Active,03/26/2023,Alex573 Reed573,Recruiter,contact573@example.com,+17275804552
574,4873bfc3-3bb7-4836-86b2-9fbfc35789db,Employer 0574,Government,Public Sector,Enterprise,Seattle,WA,USA,https://www.example574.com,https://www.linkedin.com/company/example-574,0,1,Sponsorship,Silver,Inactive,04/19/2025,Alex574 Reed574,Talent Partner,contact574@example.com,+19883796525
575,2ae42961-ff79-4380-810c-09b937055777,Employer 0575,Finance,Banking,Enterprise,Boston,MA,USA,https://www.example575.com,https://www.linkedin.com/company/example-575,0,0,None,Gold,Prospect,12/09/2022,Alex575 Reed575,HR Manager,contact575@example.com,+13373899187
576,efb62bdd-5e37-4e60-81e4-b4c8d2e1a379,Employer 0576,Education,University,Large,Toronto,ON,Canada,https://www.example576.com,https://www.linkedin.com/company/example-576,0,1,Sponsorship,Gold,Prospect,07/22/2021,Alex576 Reed576,HR Manager,contact576@example.com,+15144667481
577,9000610e-eb42-49a2-9e47-6810f474d327,Employer 0577,Finance,Banking,Small,San Jose,CA,USA,https://www.example577.com,https://www.linkedin.com/company/example-577,0,0,Academic,Bronze,Prospect,10/16/2026,Alex577 Reed577,Talent Partner,contact577@example.com,+15379233542
578,829fd2ee-319a-4ed9-982f-9b4655e34b50,Employer 0578,Energy,Utilities,Enterprise,Chicago,IL,USA,https://www.example578.com,https://www.linkedin.com/company/example-578,0,0,Donor,Silver,Prospect,05/31/2024,Alex578 Reed578,Talent Partner,contact578@example.com,+12127944991
579,f5d52b22-e48e-4931-b167-f35b33c6eb48,Employer 0579,Energy,Utilities,Medium,San Jose,CA,USA,https://www.example579.com,https://www.linkedin.com/company/example-579,0,0,Mentorship,Silver,Inactive,01/21/2023,Alex579 Reed579,University Relations,contact579@example.com,+17524382493
580,016a8ac6-328f-4140-a6bf-ca52d13c26cb,Employer 0580,Healthcare,Provider,Enterprise,San Jose,CA,USA,https://www.example580.com,https://www.linkedin.com/company/example-580,0,1,None,Silver,Inactive,11/01/2020,Alex580 Reed580,Recruiter,contact580@example.com,+15432858408
581,42950558-3a59-46f0-ab08-a2cd279b693d,Employer 0581,Retail,E-commerce,Large,St. Louis,MO,USA,https://www.example581.com,https://www.linkedin.com/company/example-581,0,0,Sponsorship,Gold,Inactive,10/10/2026,Alex581 Reed581,Recruiter,contact581@example.com,+14968418426
582,b9fa6bd6-08af-4e30-a731-f4b921704a97,Employer 0582,Finance,Banking,Large,New York,NY,USA,https://www.example582.com,https://www.linkedin.com/company/example-582,0,0,Hiring,Bronze,Prospect,07/31/2020,Alex582 Reed582,Recruiter,contact582@example.com,+15893233966
583,e5135ecd-9b39-4aba-b03c-7e59fbfaa543,Employer 0583,Technology,Cloud/Software,Enterprise,St. Louis,MO,USA,https://www.example583.com,https://www.linkedin.com/company/example-583,0,0,Mentorship,Silver,Prospect,03/02/2025,Alex583 Reed583,Recruiter,contact583@example.com,+13385866858
584,83bfcd23-9a47-45ad-9c26-5481a5138b92,Employer 0584,Education,University,Small,Austin,TX,USA,https://www.example584.com,https://www.linkedin.com/company/example-584,0,0,None,Silver,Prospect,04/05/2021,Alex584 Reed584,HR Manager,contact584@example.com,+16216083356
585,03356def-47fc-4f37-843d-4e908f3302ba,Employer 0585,Logistics,Supply Chain,Small,Chicago,IL,USA,https://www.example585.com,https://www.linkedin.com/company/example-585,0,0,Hiring,Gold,Active,06/30/2026,Alex585 Reed585,HR Manager,contact585@example.com,+13665485739
586,db324a98-7a49-4361-a9b2-d83baead5d5c,Employer 0586,Government,Public Sector,Medium,Boston,MA,USA,https://www.example586.com,https://www.linkedin.com/company/example-586,0,1,None,Gold,Inactive,11/06/2023,Alex586 Reed586,Talent Partner,contact586@example.com,+19049128014
587,1ee76602-0a48-4b78-bfec-d1d91968fd1b,Employer 0587,Consulting,IT Services,Enterprise,Boston,MA,USA,https://www.example587.com,https://www.linkedin.com/company/example-587,0,0,Hiring,Bronze,Inactive,05/19/2020,Alex587 Reed587,Recruiter,contact587@example.com,+18334788190
588,f40b228b-9a7c-4dd0-88fb-be28a5511899,Employer 0588,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example588.com,https://www.linkedin.com/company/example-588,0,0,Donor,Bronze,Inactive,12/27/2020,Alex588 Reed588,Recruiter,contact588@example.com,+16989103991
589,45b83aa3-2e2e-48a3-8bb7-03488651305a,Employer 0589,Healthcare,Provider,Small,St. Louis,MO,USA,https://www.example589.com,https://www.linkedin.com/company/example-589,0,1,Hiring,Silver,Active,03/28/2020,Alex589 Reed589,Recruiter,contact589@example.com,+15294468222
590,f702b04d-b77e-466d-9fbf-c80ea6ee6ce2,Employer 0590,Energy,Utilities,Large,Dallas,TX,USA,https://www.example590.com,https://www.linkedin.com/company/example-590,0,0,None,Bronze,Inactive,09/19/2020,Alex590 Reed590,HR Manager,contact590@example.com,+14585323578
591,39e23339-d2f4-4db2-b9b1-ead0873a08b6,Employer 0591,Healthcare,Provider,Large,Bengaluru,NA,India,https://www.example591.com,https://www.linkedin.com/company/example-591,0,1,Hiring,Silver,Inactive,04/09/2021,Alex591 Reed591,University Relations,contact591@example.com,+17759824042
592,bd9e50dd-284f-4c08-92b3-f3e3b5ee97e2,Employer 0592,Healthcare,Provider,Enterprise,San Jose,CA,USA,https://www.example592.com,https://www.linkedin.com/company/example-592,0,0,Academic,Bronze,Active,04/24/2021,Alex592 Reed592,Talent Partner,contact592@example.com,+14172913539
593,e2eea14e-7d78-4a68-8f12-b850706eb3d9,Employer 0593,Education,University,Enterprise,Boston,MA,USA,https://www.example593.com,https://www.linkedin.com/company/example-593,0,1,Sponsorship,Gold,Inactive,06/18/2021,Alex593 Reed593,HR Manager,contact593@example.com,+17709415583
594,e8a37b63-072a-41ba-a13c-f7717d8a22a2,Employer 0594,Finance,Banking,Medium,Austin,TX,USA,https://www.example594.com,https://www.linkedin.com/company/example-594,0,0,Mentorship,Gold,Active,07/17/2026,Alex594 Reed594,Talent Partner,contact594@example.com,+18083034603
595,ae2e6159-2b22-45d0-b2da-77a1c599a50c,Employer 0595,Healthcare,Provider,Large,Seattle,WA,USA,https://www.example595.com,https://www.linkedin.com/company/example-595,0,1,Mentorship,Silver,Prospect,01/27/2023,Alex595 Reed595,Talent Partner,contact595@example.com,+13948329140
596,3adcaa50-ec8e-4695-94bf-29cd17bb38f6,Employer 0596,Retail,E-commerce,Medium,Dallas,TX,USA,https://www.example596.com,https://www.linkedin.com/company/example-596,0,0,Sponsorship,Bronze,Inactive,08/13/2020,Alex596 Reed596,University Relations,contact596@example.com,+17693142125
597,06bf7a36-9e1d-44a7-bae2-af3eb737ac1e,Employer 0597,Government,Public Sector,Small,New York,NY,USA,https://www.example597.com,https://www.linkedin.com/company/example-597,0,1,Donor,Gold,Prospect,11/04/2026,Alex597 Reed597,HR Manager,contact597@example.com,+19824233332
598,a311fa25-9bb6-4903-94e3-5917fdae206b,Employer 0598,Energy,Utilities,Small,Toronto,ON,Canada,https://www.example598.com,https://www.linkedin.com/company/example-598,0,0,None,Bronze,Prospect,10/03/2023,Alex598 Reed598,University Relations,contact598@example.com,+15023927540
599,1d1b4806-56d8-4ef2-8d59-789a6d46eb03,Employer 0599,Energy,Utilities,Small,New York,NY,USA,https://www.example599.com,https://www.linkedin.com/company/example-599,0,0,Hiring,Silver,Inactive,01/15/2025,Alex599 Reed599,HR Manager,contact599@example.com,+14464201950
600,6543641b-8511-4f4b-8e54-43c4606953f3,Employer 0600,Retail,E-commerce,Small,San Jose,CA,USA,https://www.example600.com,https://www.linkedin.com/company/example-600,1,0,Donor,Gold,Inactive,12/23/2026,Alex600 Reed600,HR Manager,contact600@example.com,+18857144600
601,b98fff3d-8b43-4c35-984d-035927200197,Employer 0601,Technology,Cloud/Software,Small,Austin,TX,USA,https://www.example601.com,https://www.linkedin.com/company/example-601,0,0,None,Gold,Inactive,11/25/2024,Alex601 Reed601,Talent Partner,contact601@example.com,+15952234639
602,02f3a26a-ba11-44f3-893b-0de63e56aef1,Employer 0602,Government,Public Sector,Enterprise,New York,NY,USA,https://www.example602.com,https://www.linkedin.com/company/example-602,0,1,Mentorship,Silver,Inactive,07/23/2022,Alex602 Reed602,Recruiter,contact602@example.com,+16873115833
603,ffb0fbd3-4dc7-48ff-b5d8-7848c4b0960f,Employer 0603,Education,University,Medium,St. Louis,MO,USA,https://www.example603.com,https://www.linkedin.com/company/example-603,0,1,Donor,Bronze,Inactive,11/21/2022,Alex603 Reed603,University Relations,contact603@example.com,+17036242710
604,7600fc3c-70ce-49d3-a067-86c47a75600b,Employer 0604,Retail,E-commerce,Small,Boston,MA,USA,https://www.example604.com,https://www.linkedin.com/company/example-604,0,0,Academic,Bronze,Active,09/17/2023,Alex604 Reed604,University Relations,contact604@example.com,+12238237375
605,696872a7-ca6b-4aed-9e97-767bff116a5a,Employer 0605,Consulting,IT Services,Enterprise,Seattle,WA,USA,https://www.example605.com,https://www.linkedin.com/company/example-605,0,0,Academic,Bronze,Inactive,11/25/2025,Alex605 Reed605,Recruiter,contact605@example.com,+16076317385
